,web-scraper-order,web-scraper-start-url,link,link-href,adres,buurt,oppervlakte_wonen,slaapkamers,huurmaand,huurprijs,huurovereenkomst,aangeboden_sinds,status,aanvaarding,soort_woonhuis,soort_bouw,bouwjaar,specifiek,soort_dak,opp_gebouwgebonden_buitenruimte,opp_externe_bergruimte,opp_perceel,inhoud,aantal_kamers,aantal_badkamers,badkamervoorziening,aantal_woonlagen,voorzieningen,energielabel,isolatie,verwarming,warm_water,cv_ketel,kadastrale_kaart,oppervlakte_kadaster,ligging,tuin,achtertuin,ligging_tuin,balkon_dakterras,parkeergelegenheid,postcode,plaatsnaam,huurmaand_woning,aantal_toiletten,plaatsnaam_encoded
643,1732826383-644,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=244,"Thomsonlaan 63-A
             
                2565 HX Den Haag",https://www.funda.nl/detail/huur/den-haag/appartement-thomsonlaan-63-a/43707170/,Thomsonlaan 63-A,Bomenbuurt,74.0,2.0,1900.0,€ 1.900 per maand (geen servicekosten),Onbepaalde tijd,3 weken,Onder optie,Per direct beschikbaar,,Bestaande bouw,1924.0,Gestoffeerd,,30.0,,,199.0,3.0,1.0,"Douche, dubbele wastafel, inloopdouche, jacuzzi, ligbad, toilet, wastafel, en wastafelmeubel",1.0,Jacuzzi,B,,,,,Ligging,,In woonwijk,Achtertuin,,,,Betaald parkeren en parkeervergunningen,2565 HX,Den Haag,1900.0,1.0,90
644,1732826385-645,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=244,"Trambaan 83
             
                8441 BH Heerenveen",https://www.funda.nl/detail/huur/heerenveen/appartement-trambaan-83/43708855/,Trambaan 83,Noord,91.0,2.0,879.0,€ 879 per maand (servicekosten onbekend),Onbepaalde tijd,2 weken,Onder optie,Beschikbaar per 10-12-2024,,Bestaande bouw,,,,,,,227.0,3.0,,,11.0,Lift,A,,Cv-ketel,,Combiketel,Ligging,,In centrum,,,,,Op eigen terrein,8441 BH,Heerenveen,879.0,,161
645,1732826390-646,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Reigerstraat 11-27
             
                6823 EA Arnhem",https://www.funda.nl/detail/huur/arnhem/appartement-reigerstraat-11-27/43700599/,Reigerstraat 11-27,Geitenkamp,45.0,,810.0,"€ 810 per maand (exclusief servicekosten à € 80,00 /mnd)",Onbepaalde tijd,2 weken,Onder optie,In overleg,,Bestaande bouw,2018.0,Gestoffeerd,,20.0,,,120.0,,1.0,Douche en wastafel,1.0,,D,,,,,Soort parkeergelegenheid,,,,,,,Op eigen terrein,6823 EA,Arnhem,810.0,,22
646,1732826393-647,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Droogstraat 11-B
             
                8861 SR Harlingen",https://www.funda.nl/detail/huur/harlingen/appartement-droogstraat-11-b/43700650/,Droogstraat 11-B,Binnenstad,60.0,1.0,995.0,€ 995 per maand (servicekosten onbekend),Onbepaalde tijd,2 weken,Onder optie,Per direct beschikbaar,,Bestaande bouw,1906.0,,,13.0,,,162.0,2.0,,,2.0,,B,,Blokverwarming,,,Ligging,,"Aan rustige weg, beschutte ligging en in centrum",Zonneterras,,,,Parkeervergunningen,8861 SR,Harlingen,995.0,,157
647,1732826395-648,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Groenhoedenveem 119
             
                1019 HM Amsterdam",https://www.funda.nl/detail/huur/amsterdam/appartement-groenhoedenveem-119/43704361/,Groenhoedenveem 119,Oostelijke Handelskade,143.0,2.0,2200.0,"€ 2.200 per maand (inclusief servicekosten à € 140,01 /mnd)",Onbepaalde tijd,2 weken,Verhuurd onder voorbehoud,Beschikbaar per 01-12-2024,,Bestaande bouw,2006.0,Gedeeltelijk gestoffeerd,Plat dak bedekt met bitumineuze dakbedekking,,,,393.0,3.0,1.0,"Douche, dubbele wastafel, en ligbad",1.0,Lift en TV kabel,B,,,,,Ligging,,"Aan water, in woonwijk en vrij uitzicht",,,,,Betaald parkeren en parkeergarage,1019 HM,Amsterdam,2200.0,1.0,17
648,1732826398-649,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Baljéestraat 16
             
                8911 AK Leeuwarden",https://www.funda.nl/detail/huur/leeuwarden/appartement-baljeestraat-16/43716250/,Baljéestraat 16,Stationskwartier,45.0,,711.0,€ 711 per maand (servicekosten onbekend),Onbepaalde tijd,2 weken,Onder optie,Beschikbaar per 01-12-2024,,Bestaande bouw,,,,,,,99.0,,,,4.0,,C,,Warmtepomp,,,Soort parkeergelegenheid,,,,,,,Openbaar parkeren,8911 AK,Leeuwarden,,,223
649,1732826400-650,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Akerkhof 39-a
             
                9712 BC Groningen",https://www.funda.nl/detail/huur/groningen/appartement-akerkhof-39-a/43711107/,Akerkhof 39-A,Binnenstad-Noord,117.0,3.0,1750.0,€ 1.750 per maand (servicekosten onbekend),Onbepaalde tijd,19 november 2024,Onder optie,In overleg,,Bestaande bouw,1930.0,,,42.0,,,350.0,4.0,,,2.0,,D,,Cv-ketel,Cv-ketel,,,,,,,,,,9712 BC,Groningen,1750.0,,142
650,1732826402-651,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Laaghuissingel 173
             
                5913 EP Venlo",https://www.funda.nl/detail/huur/venlo/appartement-laaghuissingel-173/43729273/,Laaghuissingel 173,Stalberg-West,85.0,2.0,1050.0,€ 1.050 per maand (geen servicekosten),Onbepaalde tijd,25 november 2024,Onder optie,In overleg,,Bestaande bouw,1966.0,,Plat dak bedekt met bitumineuze dakbedekking,4.0,6.0,,250.0,3.0,,,1.0,Elektra,Niet beschikbaar,,Blokverwarming,Elektrische boiler,,Schuur/berging,,,,,,,Openbaar parkeren,5913 EP,Venlo,1050.0,,411
651,1732826405-652,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Toon Dupuisstraat 37
             
                1442 DD Purmerend",https://www.funda.nl/detail/huur/purmerend/appartement-toon-dupuisstraat-37/43729216/,Toon Dupuisstraat 37,Wagenweg,78.0,2.0,1310.0,€ 1.310 per maand (servicekosten onbekend),Onbepaalde tijd,25 november 2024,Onder optie,Beschikbaar per 01-01-2025,,Bestaande bouw,2023.0,,,,,,171.0,3.0,,,5.0,Lift en zonnepanelen,A++,,Gehele vloerverwarming,,,Soort parkeergelegenheid,,,,,,,Op afgesloten terrein,1442 DD,Purmerend,1310.0,,321
652,1732826407-653,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Jade 82
             
                1703 EP Heerhugowaard",https://www.funda.nl/detail/huur/heerhugowaard/appartement-jade-82/43721185/,Jade 82,Middenwaard,113.0,2.0,1366.0,€ 1.366 per maand (servicekosten onbekend),Onbepaalde tijd,27 november 2024,Onder optie,Beschikbaar per 01-03-2025,,Bestaande bouw,,,,1.0,1.0,,283.0,3.0,,,9.0,Lift en mechanische ventilatie,B,,Cv-ketel,Cv-ketel,Gas gestookt combiketel,Ligging,,Aan park en in centrum,,,,,,1703 EP,Heerhugowaard,1366.0,,162
653,1732826409-654,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Scheepsbel 4
             
                4905 CD Oosterhout (NB)",https://www.funda.nl/detail/huur/oosterhout-nb/huis-scheepsbel-4/43629082/,Scheepsbel 4,Kanaleneiland,127.0,,1375.0,€ 1.375 per maand (geen servicekosten),Onbepaalde tijd,2 maanden,Onder optie,In overleg,"Eengezinswoning, tussenwoning",Nieuwbouw,2023.0,,Zadeldak bedekt met pannen,,5.0,137.0,463.0,5.0,1.0,"Douche, toilet, en wastafel",3.0,"Dakraam, mechanische ventilatie, en zonnepanelen",A+++,Volledig geïsoleerd,Gedeeltelijke vloerverwarming en warmtepomp,Elektrische boiler,,OOSTERHOUT,137.0,Aan rustige weg en in woonwijk,Achtertuin en voortuin,"58 m² (11,25 meter diep en 5,14 meter breed)",Gelegen op het oosten bereikbaar via achterom,,Openbaar parkeren,4905 CD,Oosterhout (NB),1375.0,,301
654,1732826412-655,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Scheepsbel 2
             
                4905 CD Oosterhout (NB)",https://www.funda.nl/detail/huur/oosterhout-nb/huis-scheepsbel-2/43629093/,Scheepsbel 2,Kanaleneiland,124.0,,1500.0,€ 1.500 per maand (geen servicekosten),Onbepaalde tijd,2 maanden,Onder optie,In overleg,"Eengezinswoning, eindwoning",Nieuwbouw,2023.0,,Zadeldak bedekt met pannen,,5.0,165.0,472.0,5.0,1.0,"Douche, toilet, en wastafel",3.0,"Dakraam, mechanische ventilatie, en zonnepanelen",A+++,Volledig geïsoleerd,Gedeeltelijke vloerverwarming en warmtepomp,Elektrische boiler,,OOSTERHOUT,165.0,Aan rustige weg en in woonwijk,Achtertuin en voortuin,"58 m² (11,25 meter diep en 5,14 meter breed)",Gelegen op het oosten,,Openbaar parkeren,4905 CD,Oosterhout (NB),1500.0,,301
655,1732826414-656,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Rozenhof 2
             
                7009 BZ Doetinchem",https://www.funda.nl/detail/huur/doetinchem/huis-rozenhof-2/43753278/,Rozenhof 2,Langerak - noord,130.0,,1250.0,€ 1.250 per maand (geen servicekosten),Onbepaalde tijd,7 weken,Onder optie,In overleg,"Eengezinswoning, hoekwoning",Nieuwbouw,2024.0,Gedeeltelijk gestoffeerd,Zadeldak,,6.0,185.0,450.0,5.0,1.0,"Douche, dubbele wastafel, toilet, en vloerverwarming",3.0,Mechanische ventilatie en zonnepanelen,A++++,"Dakisolatie, driedubbel glas, HR-glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Gehele vloerverwarming en warmtepomp,Elektrische boiler,,AMBT-DOETINCHEM B 3191,185.0,"Aan rustige weg, in bosrijke omgeving en in woonwijk",,,,,,7009 BZ,Doetinchem,1250.0,1.0,102
656,1732826417-657,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Rozenhof 6
             
                7009 BZ Doetinchem",https://www.funda.nl/detail/huur/doetinchem/huis-rozenhof-6/43754494/,Rozenhof 6,Langerak - noord,130.0,,1200.0,€ 1.200 per maand (geen servicekosten),Onbepaalde tijd,7 weken,Onder optie,In overleg,"Eengezinswoning, tussenwoning",Nieuwbouw,2024.0,Gedeeltelijk gestoffeerd,Zadeldak,,6.0,126.0,450.0,5.0,1.0,"Douche, dubbele wastafel, toilet, en vloerverwarming",3.0,Mechanische ventilatie en zonnepanelen,A++++,"Dakisolatie, driedubbel glas, HR-glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Gehele vloerverwarming en warmtepomp,Elektrische boiler,,AMBT-DOETINCHEM B 3195,126.0,"Aan rustige weg, in bosrijke omgeving en in woonwijk",,,,,,7009 BZ,Doetinchem,1200.0,1.0,102
657,1732826419-658,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Rozenhof 8
             
                7009 BZ Doetinchem",https://www.funda.nl/detail/huur/doetinchem/huis-rozenhof-8/43754495/,Rozenhof 8,Langerak - noord,130.0,,1200.0,€ 1.200 per maand (geen servicekosten),Onbepaalde tijd,7 weken,Onder optie,In overleg,"Eengezinswoning, tussenwoning",Nieuwbouw,2024.0,Gedeeltelijk gestoffeerd,Zadeldak,,6.0,125.0,450.0,5.0,1.0,"Douche, dubbele wastafel, toilet, en vloerverwarming",3.0,Mechanische ventilatie en zonnepanelen,A++++,"Dakisolatie, driedubbel glas, HR-glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Gehele vloerverwarming en warmtepomp,Elektrische boiler,,AMBT-DOETINCHEM B 3197,125.0,"Aan rustige weg, in bosrijke omgeving en in woonwijk",,,,,,7009 BZ,Doetinchem,1200.0,1.0,102
658,1732826421-659,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Rozenhof 44
             
                7009 BZ Doetinchem",https://www.funda.nl/detail/huur/doetinchem/huis-rozenhof-44/43754490/,Rozenhof 44,Langerak - noord,130.0,,1200.0,€ 1.200 per maand (geen servicekosten),Onbepaalde tijd,7 weken,Onder optie,In overleg,"Eengezinswoning, tussenwoning",Nieuwbouw,2024.0,Gedeeltelijk gestoffeerd,Zadeldak,,6.0,118.0,450.0,5.0,1.0,"Douche, dubbele wastafel, toilet, en vloerverwarming",3.0,Mechanische ventilatie en zonnepanelen,A++++,"Dakisolatie, driedubbel glas, HR-glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Gehele vloerverwarming en warmtepomp,Elektrische boiler,,DOETINCHEM B 3183,118.0,"Aan rustige weg, in bosrijke omgeving en in woonwijk",,,,,,7009 BZ,Doetinchem,1200.0,1.0,102
659,1732826424-660,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=243,"Rozenhof 10
             
                7009 BZ Doetinchem",https://www.funda.nl/detail/huur/doetinchem/huis-rozenhof-10/43754492/,Rozenhof 10,Langerak - noord,130.0,,1200.0,€ 1.200 per maand (geen servicekosten),Onbepaalde tijd,7 weken,Onder optie,In overleg,"Eengezinswoning, tussenwoning",Nieuwbouw,2024.0,Gedeeltelijk gestoffeerd,Zadeldak,,6.0,124.0,450.0,5.0,1.0,"Douche, dubbele wastafel, toilet, en vloerverwarming",3.0,Mechanische ventilatie en zonnepanelen,A++++,"Dakisolatie, driedubbel glas, HR-glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Gehele vloerverwarming en warmtepomp,Elektrische boiler,,AMBT-DOETINCHEM B 3200,124.0,"Aan rustige weg, in bosrijke omgeving en in woonwijk",,,,,,7009 BZ,Doetinchem,1200.0,1.0,102
660,1732826429-661,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=242,"Rozenhof 46
             
                7009 BZ Doetinchem",https://www.funda.nl/detail/huur/doetinchem/huis-rozenhof-46/43754403/,Rozenhof 46,Langerak - noord,130.0,,1200.0,€ 1.200 per maand (geen servicekosten),Onbepaalde tijd,7 weken,Onder optie,In overleg,"Eengezinswoning, tussenwoning",Nieuwbouw,2024.0,Gedeeltelijk gestoffeerd,Zadeldak,,6.0,118.0,450.0,5.0,1.0,"Douche, dubbele wastafel, toilet, en vloerverwarming",3.0,Mechanische ventilatie en zonnepanelen,A++++,"Dakisolatie, driedubbel glas, HR-glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Gehele vloerverwarming en warmtepomp,Elektrische boiler,,AMBT-DOETINCHEM B 3185,118.0,"Aan rustige weg, in bosrijke omgeving en in woonwijk",,,,,,7009 BZ,Doetinchem,1200.0,1.0,102
661,1732826431-662,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=242,"Rozenhof 48
             
                7009 BZ Doetinchem",https://www.funda.nl/detail/huur/doetinchem/huis-rozenhof-48/43754406/,Rozenhof 48,Langerak - noord,130.0,,1200.0,€ 1.200 per maand (geen servicekosten),Onbepaalde tijd,7 weken,Onder optie,In overleg,"Eengezinswoning, tussenwoning",Nieuwbouw,2024.0,Gedeeltelijk gestoffeerd,Zadeldak,,6.0,118.0,450.0,5.0,1.0,"Douche, dubbele wastafel, toilet, en vloerverwarming",3.0,Mechanische ventilatie en zonnepanelen,A++++,"Dakisolatie, driedubbel glas, HR-glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Gehele vloerverwarming en warmtepomp,Elektrische boiler,,AMBT-DOETINCHEM B 3188,118.0,"Aan rustige weg, in bosrijke omgeving en in woonwijk",,,,,,7009 BZ,Doetinchem,1200.0,1.0,102
662,1732826434-663,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=242,"Picassolaan 899
             
                1816 MT Alkmaar",https://www.funda.nl/detail/huur/alkmaar/appartement-picassolaan-899/43773172/,Picassolaan 899,De Hoef III en IV,62.0,1.0,1120.0,"€ 1.120 per maand (exclusief servicekosten à € 65,00 /mnd)",Onbepaalde tijd,5 weken,Verhuurd onder voorbehoud,In overleg,,Bestaande bouw,2024.0,,Plat dak bedekt met bitumineuze dakbedekking,4.0,5.0,,186.0,2.0,1.0,Douche en wastafel,7.0,"Glasvezelkabel, lift, mechanische ventilatie, TV kabel, en zonnepanelen",Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Centrale voorziening,,Schuur/berging,,,,,,,,1816 MT,Alkmaar,1120.0,,9
663,1732826436-664,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=242,"Picassolaan 905
             
                1816 MT Alkmaar",https://www.funda.nl/detail/huur/alkmaar/appartement-picassolaan-905/43773184/,Picassolaan 905,De Hoef III en IV,91.0,2.0,1475.0,"€ 1.475 per maand (exclusief servicekosten à € 65,00 /mnd)",Onbepaalde tijd,5 weken,Verhuurd onder voorbehoud,In overleg,,Bestaande bouw,2024.0,,Plat dak bedekt met bitumineuze dakbedekking,4.0,5.0,,273.0,3.0,1.0,Douche en wastafel,7.0,"Glasvezelkabel, lift, mechanische ventilatie, TV kabel, en zonnepanelen",Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Centrale voorziening,,Schuur/berging,,,,,,,,1816 MT,Alkmaar,1475.0,,9
664,1732826439-665,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=242,"Picassolaan 897
             
                1816 MT Alkmaar",https://www.funda.nl/detail/huur/alkmaar/appartement-picassolaan-897/43773187/,Picassolaan 897,De Hoef III en IV,62.0,1.0,1120.0,"€ 1.120 per maand (exclusief servicekosten à € 65,00 /mnd)",Onbepaalde tijd,5 weken,Verhuurd onder voorbehoud,In overleg,,Bestaande bouw,2024.0,,Plat dak bedekt met bitumineuze dakbedekking,4.0,5.0,,186.0,2.0,1.0,Douche en wastafel,7.0,"Glasvezelkabel, lift, mechanische ventilatie, TV kabel, en zonnepanelen",Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Centrale voorziening,,Schuur/berging,,,,,,,,1816 MT,Alkmaar,1120.0,,9
665,1732826441-666,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=242,"Picassolaan 913
             
                1816 MT Alkmaar",https://www.funda.nl/detail/huur/alkmaar/appartement-picassolaan-913/43773190/,Picassolaan 913,De Hoef III en IV,67.0,1.0,1175.0,"€ 1.175 per maand (exclusief servicekosten à € 65,00 /mnd)",Onbepaalde tijd,5 weken,Verhuurd onder voorbehoud,In overleg,,Bestaande bouw,2024.0,,Plat dak bedekt met bitumineuze dakbedekking,4.0,5.0,,201.0,2.0,1.0,Douche en wastafel,7.0,"Glasvezelkabel, lift, mechanische ventilatie, TV kabel, en zonnepanelen",Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Centrale voorziening,,Schuur/berging,,,,,,,,1816 MT,Alkmaar,1175.0,,9
666,1732826443-667,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=242,"Picassolaan 941
             
                1816 MT Alkmaar",https://www.funda.nl/detail/huur/alkmaar/appartement-picassolaan-941/43773103/,Picassolaan 941,De Hoef III en IV,91.0,2.0,1475.0,"€ 1.475 per maand (exclusief servicekosten à € 65,00 /mnd)",Onbepaalde tijd,5 weken,Verhuurd onder voorbehoud,In overleg,,Bestaande bouw,2024.0,,Plat dak bedekt met bitumineuze dakbedekking,4.0,5.0,,273.0,3.0,1.0,Douche en wastafel,7.0,"Glasvezelkabel, lift, mechanische ventilatie, TV kabel, en zonnepanelen",Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Centrale voorziening,,Schuur/berging,,,,,,,,1816 MT,Alkmaar,1475.0,,9
667,1732826446-668,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=242,"Picassolaan 919
             
                1816 MT Alkmaar",https://www.funda.nl/detail/huur/alkmaar/appartement-picassolaan-919/43773104/,Picassolaan 919,De Hoef III en IV,62.0,1.0,1120.0,"€ 1.120 per maand (exclusief servicekosten à € 65,00 /mnd)",Onbepaalde tijd,5 weken,Verhuurd onder voorbehoud,In overleg,,Bestaande bouw,2024.0,,Plat dak bedekt met bitumineuze dakbedekking,4.0,5.0,,186.0,2.0,1.0,Douche en wastafel,7.0,"Glasvezelkabel, lift, mechanische ventilatie, TV kabel, en zonnepanelen",Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Centrale voorziening,,Schuur/berging,,,,,,,,1816 MT,Alkmaar,1120.0,,9
668,1732826448-669,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=242,"Picassolaan 909
             
                1816 MT Alkmaar",https://www.funda.nl/detail/huur/alkmaar/appartement-picassolaan-909/43773109/,Picassolaan 909,De Hoef III en IV,56.0,1.0,1075.0,"€ 1.075 per maand (exclusief servicekosten à € 65,00 /mnd)",Onbepaalde tijd,5 weken,Verhuurd onder voorbehoud,In overleg,,Bestaande bouw,2024.0,,Plat dak bedekt met bitumineuze dakbedekking,4.0,,,168.0,2.0,1.0,Douche en wastafel,7.0,"Glasvezelkabel, lift, mechanische ventilatie, TV kabel, en zonnepanelen",Niet beschikbaar,Volledig geïsoleerd,Gehele vloerverwarming,Centrale voorziening,,Soort garage,,,,,,,,1816 MT,Alkmaar,1075.0,,9
